"Timestamp


","1. Usia


","2. Saya telah menggunakan dating apps selama

","3. Platfrom dating apps yang paling sering digunakan?

","4. Saya menggunakan dating apps karena 


","5. Saya merasa senang saat menggunakan dating apps

","6. Saya merasa mendapatkan pengalaman positif dalam menggunakan dating apps
","7. Saya telah menggunakan dating apps seperti semestinya

","8. Saya atau kenalan saya pernah mengalami pengalaman buruk saat menggunakan dating apps 
",9. Saya mengetahui atau pernah mengalami kasus perilaku pengguna dating apps yang melakukan pelecehan seksusal baik fisik maupun verbal,10. Saya mengetahui atau pernah mengalami kasus perilaku pengguna dating apps yang melakukan perselingkuhan,11. Saya mengetahui atau pernah mengalami kasus perilaku pengguna dating apps yang melakukan pemalsuan identitas pengguna,12. Saya mengetahui atau pernah mengalami kasus perilaku pengguna dating apps yang melakukan pornografi atau menyebarkannya,"13. Kasus Kriminalitas pada dating apps mendorong saya untuk menginformasikan kepada orang lain
","14. Kasus Kriminalitas pada dating apps mendorong saya untuk keluar dan menutup akun dating apps
","15. Kasus Kriminalitas pada dating apps mendorong saya untuk berpindah ke akun dating apps yang lain
","16. Kasus Kriminalitas pada dating apps mendorong saya untuk lebih waspada dan selektif
","17. Dating apps memberi dampak negatif terhadap kehidupan sosial saya

","18. Tindakan kriminal pada dating apps disebabkan dari niat yang tidak baik melalui dating apps
","19. Saya mengetahui kasus perilaku penggunaan dating apps yang tidak sesuai dengan etika
","20. Dating apps tidak mengedukasi pengguna terkait masalah keamanan dan kriminalitas
","21. Dating apps tidak memberikan jaminan keamanan atas kasus kriminalitas terhadap konsumen
","22. Kasus kriminalitas yang terjadi pada dating apps berpengaruh pada loyalitas dan kepercayaan pengguna
"
9/23/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/24/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/22/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/27/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/23/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/24/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/22/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/26/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/24/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/26/2023,18 - 35 Tahun,< 6 bulan,Tinder,Bosan / ingin coba-coba,3,4,Tidak,Ya,5,3,5,5,4,3,3,5,5,4,4,4,5,5
9/24/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/27/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/24/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/22/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/22/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/23/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/27/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/22/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/25/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/26/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/27/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/26/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/24/2023,18 - 35 Tahun,< 2 bulan,"Tinder, Bumble",Bosan / ingin coba-coba,4,3,Ya,Ya,5,5,5,5,4,3,5,5,1,2,4,4,5,5
9/25/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/22/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/25/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/23/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/22/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/27/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/22/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/24/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/26/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/27/2023,18 - 35 Tahun,< 2 bulan,Tantan,Ingin mencari pasangan,4,5,Tidak,Tidak,4,4,5,5,3,4,4,4,2,4,4,1,2,3
9/22/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/27/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/23/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/22/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/23/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/24/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/23/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/22/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/27/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/24/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/24/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/22/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/27/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/23/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/22/2023,18 - 35 Tahun,< 1 tahun,"Tinder, Bumble",Bosan / ingin coba-coba,3,4,Ya,Ya,3,4,4,2,4,3,5,4,1,4,5,3,4,5
9/27/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/22/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/22/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/22/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 2 bulan,"Bumble, OkCupid",Ingin mencari pasangan,5,3,Tidak,Tidak,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/24/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/24/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/22/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/24/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/22/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/24/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/23/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/27/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/23/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/24/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/25/2023,> 35 Tahun,< 6 bulan,"Tinder, Bumble",Ingin mencari pasangan,4,3,Ya,Ya,4,5,4,4,4,5,3,4,3,5,4,3,5,4
9/23/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/25/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/23/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/24/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/25/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/26/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/24/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/26/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/24/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/27/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/26/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/24/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/27/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/25/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/27/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/23/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/24/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/26/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
9/22/2023,> 35 Tahun,> 1 tahun,"Bumble, Tantan",Bosan / ingin coba-coba,4,3,Tidak,Ya,4,5,4,4,4,5,3,4,3,4,3,4,4,5
Rata - Rata,,,,,4.024691358,3.70781893,,,3.909465021,3.975308642,4.547325103,3.699588477,3.818930041,3.880658436,3.798353909,4.320987654,3.477366255,4.448559671,3.938271605,4,4.489711934,4.687242798
Rata - Rata Keseluruhan,,,,,4.04526749,,,,,,,,,,,,,,,,,
